pack_combo,mass,series,parallel,mass_kg,batt_mass,accel_time,skidpad_time,endur_time,energy_wh,final_soc,pack_energy_kwh,final_energy_kwh,total_points,score_breakdown
[112   2],245,112,2,245,16.128,3.72069539565949,4.522747919369422,1733.530251326393,3339.135357903312,0.06920288035999839,4.032,3.3741854360706505,387.06188125921784,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=20.188688904751782, endurance=106.04109726384473, efficiency=85.8320950906213)"
[112   2],250,112,2,250,16.128,3.736347465548562,4.533349610791845,1743.5504913955624,3330.968660163302,0.0720442454098533,4.032,3.365466472690519,381.31290477986636,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=18.59663454155945, endurance=102.38255607449587, efficiency=85.33371416381104)"
[112   2],255,112,2,255,16.128,3.753710765628057,4.543751833798964,1754.4107250513184,3321.0553070795804,0.07541633612247281,4.032,3.3553584954160205,375.2060074982817,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=16.891655334463522, endurance=98.46451357522064, efficiency=84.84983858859755)"
[112   2],260,112,2,260,16.128,3.7731330596000134,4.554205599096264,1765.8089384154214,3310.8245266430854,0.07906305872826394,4.032,3.344690948720315,368.87241575569954,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=15.124773450446057, endurance=94.40421871416439, efficiency=84.34342359108906)"
[112   2],265,112,2,265,16.128,3.7952596185436107,4.564290460655897,1775.9282890758006,3300.7928819443046,0.08273582325601865,4.032,3.334098423568274,363.36267573707755,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=13.575139118696075, endurance=90.84315876407041, efficiency=83.944377854311)"
[112   2],270,112,2,270,16.128,3.821174457418792,4.5740298978115845,1782.342318210877,3295.5912241140204,0.08476332400274483,4.032,3.3278995226549966,359.83901301710785,"ScoreBreakdown(accel=99.98691971511879, skidpad=75.0, autocross=12.602033221496765, endurance=88.60696125171712, efficiency=83.64309882877515)"
[112   2],275,112,2,275,16.128,3.849749874109179,4.583512153122953,1789.7845090365852,3288.8075236598856,0.08718042581191626,4.032,3.3206916296046165,353.70533380257416,"ScoreBreakdown(accel=97.86042231271307, skidpad=75.0, autocross=11.481680797519761, endurance=86.03239119652888, efficiency=83.3308394958124)"
[112   2],280,112,2,280,16.128,3.8782795667071923,4.593257496777142,1796.66670610967,3282.4323034805984,0.08953888451647557,4.032,3.313790200602965,347.94309498699977,"ScoreBreakdown(accel=95.76858873133177, skidpad=75.0, autocross=10.453890390630963, endurance=83.67052867188448, efficiency=83.05008719315254)"
[112   2],285,112,2,285,16.128,3.906724326227902,4.602689228761392,1802.629658646517,3277.213686773998,0.09142989456955246,4.032,3.3081652875956724,342.71757176127085,"ScoreBreakdown(accel=93.71339838354871, skidpad=75.0, autocross=9.569725958337937, endurance=81.63871866056374, efficiency=82.79572875882049)"
[112   2],290,112,2,290,16.128,3.935079819301123,4.6118214268334015,1808.958200068638,3272.4725976411582,0.09320320826561815,4.032,3.303027728246313,337.32148102596096,"ScoreBreakdown(accel=91.69422991893049, skidpad=75.0, autocross=8.637729411572506, endurance=79.49699044229158, efficiency=82.4925312531664)"
[112   2],295,112,2,295,16.128,3.9633417441227863,4.620667299055384,1814.0065801168005,3269.7215357100517,0.09443179593724067,4.032,3.299927431361507,332.61487953819983,"ScoreBreakdown(accel=89.7104735538761, skidpad=75.0, autocross=7.8989234826327825, endurance=77.79921429566485, efficiency=82.2062682060261)"
[112   2],300,112,2,300,16.128,3.9915058253446176,4.62980857849513,1818.0612745142585,3268.6496566033347,0.09516143711122972,4.032,3.298440555550452,328.43906195519037,"ScoreBreakdown(accel=87.76153133710751, skidpad=75.0, autocross=7.308509719584681, endurance=76.44244337074562, efficiency=81.92657752775254)"
[116   2],200,116,2,200,16.703999999999997,3.6253038322989397,4.411893476136811,1652.9882362608184,3494.722221110293,0.05981201170735568,4.176,3.535638955165835,431.8845522621584,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=33.68661429777635, endurance=137.05933204454547, efficiency=86.13860591983664)"
[116   2],205,116,2,205,16.703999999999997,3.63304424605127,4.42563881461237,1659.3692704557204,3492.3146733605595,0.06035568233065556,4.176,3.532896665609226,427.7234235640615,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=32.56943215324617, endurance=134.4920472920491, efficiency=85.66194411876621)"
[116   2],210,116,2,210,16.703999999999997,3.6413066374271352,4.43876149137175,1666.1789148944724,3488.7150101032476,0.06122542154367533,4.176,3.529147120848236,423.3623865787872,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=31.38664805068778, endurance=131.77400922917803, efficiency=85.2017292989214)"
